"species","institution_code","catalog_number","basis_of_record","individual_count","country","state_or_province","locality","collection_year","latitude","longitude","X"
"1","Amblema plicata","usnm","172347","preservedspecimen","2","united states","michigan","; ; united states; michigan; muskegon co.; bear l.","","","",NA
"x"
