species,institution_code,catalog_number,basis_of_record,individual_count,country,state_or_province,locality,collection_year,latitude,longitude,
Amblema plicata,usnm,172347,preservedspecimen,2,united states,michigan,; ; united states; michigan; muskegon co.; bear l.,,,,
Amblema plicata,usnm,591452,preservedspecimen,2,united states,michigan,; ; united states; michigan; ionia co.; ionia; 0.25 mi.below fair grounds; grand riv.; sta.13,,,,
Amblema plicata,usnm,677214,preservedspecimen,2,united states,indiana,; ; united states; indiana; new haven; maumee riv.; sta.728,,,,
Amblema plicata,usnm,25275,preservedspecimen,2,united states,illinois,; ; united states; illinois;,,,,
Amblema plicata,usnm,809547,preservedspecimen,2,united states,michigan,; ; united states; michigan; monroe; lake erie; sta.10,,,,
Amblema plicata,usnm,676943,preservedspecimen,3,united states,illinois,; ; united states; illinois; hardin; il riv.; sta.6,,,,
Amblema plicata,usnm,755803,preservedspecimen,2,united states,illinois,; ; united states; illinois; henderson co.; gladstone/carmen twps.; e of burlington id.; il bank; ms riv.; r6w t9/10n,,,,
Amblema plicata,usnm,738538a,preservedspecimen,2,united states,michigan,; ; united states; michigan; monroe co.; lake erie; sta.895,,,,
Amblema plicata,chas,25409,preservedspecimen,1,united states,illinois,station iv: chicago 885 ft. n. foster ave,,,,
Amblema plicata,chas,20175,preservedspecimen,1,united states,alabama,coosa river,1900,,,
Amblema plicata,usnm,528779,preservedspecimen,4,united states,illinois,; ; united states; illinois; joliet,,,,
Amblema plicata,usnm,105125,preservedspecimen,2,united states,illinois,; ; united states; illinois; du bois; little muddy cr.,,,,
Amblema plicata,inhs,4040,preservedspecimen,1,united states,illinois,mackinaw river 1 mi n mackinaw north america,1987,40.54603,-89.35904,
Amblema plicata,inhs,35434,preservedspecimen,1,united states,illinois,salt creek 2 mi e middletown 1250th st. north america,2009,40.10223,-89.55073,
Amblema plicata,inhs,22428,preservedspecimen,1,united states,illinois,middle branch north fork vermilion river 0.75 mi s college corners co. rd. 1900e north america,1998,40.38482,-87.58966,
Amblema plicata,uf,63787-mollusca,preservedspecimen,1,united states,ohio,n/a,,,,
Amblema plicata,inhs,13413,preservedspecimen,2,united states,illinois,green river 2.5 mi n geneseo rt. 82 bridge below bridge north america,1992,41.4887,-90.1579,
Amblema plicata,inhs,12040,preservedspecimen,10,united states,illinois,kankakee river 4 mi nw wilmington des plaines wildlife conservation area downstream i-55 bridge at island north america,1991,41.35276,-88.19723,
Amblema plicata,inhs,10619,preservedspecimen,1,united states,illinois,little vermilion river 0.5 mi se georgetown humrick road bridge north america,1990,39.96975,-87.61477,
Amblema plicata,inhs,48988,preservedspecimen,1,united states,minnesota,minnesota river 3.5 mi ese ortonville off hwy. 75 bridge big stone national wildlife refuge north america,2006,45.24929,-96.29249,
Amblema plicata,inhs,49214,preservedspecimen,1,united states,illinois,illinois river 1 mi w south ottawa river mile 238.0 north america,1994,41.33044,-88.87023,
Amblema plicata,inhs,79411,preservedspecimen,1,united states,minnesota,mississippi river 4 mi s cottage grove; nininger channel; multiple sites in lower pool 2 north america,2010,44.77046,-92.93181,
Amblema plicata,inhs,79844,preservedspecimen,1,united states,illinois,lake michigan northerly island; found in sands dredged from lake to build northerly island (built in 1940s) north america,2015,41.8556,-87.60717,
Amblema plicata,inhs,84147,preservedspecimen,1,united states,indiana,salt creek imagination glen park north america,,41.59235,-87.146297,
Amblema plicata,inhs,84465,preservedspecimen,1,united states,indiana,indian creek state hwy. 37 north america,2005,39.39316,-86.45996,
Amblema plicata,omnh,15561,preservedspecimen,1,united states,oklahoma,,1990,34.677648,-94.955868,
Amblema plicata,inhs,26615,preservedspecimen,3,united states,illinois,mississippi river opposite bellevue iowa above lock & dam 12 river mile 556.7- 558.4 north america,2001,42.28264,-90.40237,
Amblema plicata,inhs,17693,preservedspecimen,1,united states,illinois,wolf creek 2.5 mi nw pontiac north america,1976,40.91321,-88.66203,
Amblema plicata,inhs,4520,preservedspecimen,1,united states,illinois,sangamon river 0.25 mi upstream of confluence with south fork north america,1987,39.81302,-89.53806,
Amblema plicata,uf,506402-mollusca,preservedspecimen,1,united states,ohio,ohio river buena vista,1909,38.6244,-83.2573,
Amblema plicata,utep,5186,preservedspecimen,1,united states,texas,medina river at south side of castroville on s constantinople street,1977,29.347,-98.8763333333,
Amblema plicata,utep,5164,preservedspecimen,1,united states,texas,llano river at north side of castell,1977,30.70352,-98.95833,
Amblema plicata,ansp,a10843,preservedspecimen,1,united states,tennessee,nolichucky river,1980,36.066666,-82.95,
Amblema plicata,ansp,a11571,preservedspecimen,1,united states,tennessee,tennessee river watts bar reservoir,1976,,,
Amblema plicata,ansp,a13320,preservedspecimen,1,united states,pennsylvania,allegheny river mile 110.2 0.75 miles below whitherup island 1.75 miles above kennerdell,1990,41.290555,-79.855833,
Amblema plicata,ansp,a14531,preservedspecimen,1,united states,ohio,columbus,,39.95,-82.866666,
Amblema plicata,ansp,a16925,preservedspecimen,1,united states,pennsylvania,crystal point presque isle bay millcreek township,1989,42.141666,-80.108333,
Amblema plicata,ansp,a16926,preservedspecimen,1,united states,pennsylvania,crystal point presque isle bay millcreek township,1989,42.141666,-80.108333,
Amblema plicata,ansp,447821,preservedspecimen,2,united states,illinois,south fork of big vermillion river 1 mile n of fairburg,1979,,,
Amblema plicata,ansp,468248,preservedspecimen,1,united states,arkansas,current river at river mile 34,1984,,,
Amblema plicata,dmns,22867,preservedspecimen,1,,,no locality recorded,1900,,,
Amblema plicata,usnm,738391,preservedspecimen,14,united states,kansas,; ; united states; kansas; lyon county neosho river; nw 1/4 nw 1/4 s29 t17s r10e,,,,
Amblema plicata,usnm,150145,preservedspecimen,3,united states,north dakota,; ; united states; north dakota; red river argusville,,,,
Amblema plicata,usnm,521442,preservedspecimen,1,united states,iowa,; ; united states; iowa; green county,,,,
Amblema plicata,usnm,508625,preservedspecimen,4,united states,iowa,; ; united states; iowa; muscatine county mississippi river,,,,
Amblema plicata,inhs,16634,preservedspecimen,1,united states,tennessee,clinch river 2 mi downstream from sneedville bridge river mile 175.5 north america,1992,36.50298,-83.24657,
Amblema plicata,inhs,14770,preservedspecimen,2,united states,illinois,mississippi river long island river mile 334 north america,1986,40.01647,-91.48019,
Amblema plicata,mcz,275136,preservedspecimen,1,,,[no specific locality data],,,,
Amblema plicata,uf,47024-mollusca,preservedspecimen,1,united states,alabama,conecuh river 1 mi s of east brewton,1976,,,
Amblema plicata,inhs,630,preservedspecimen,3,united states,wisconsin,rock river pipersville rapids north america,,43.14219,-88.64525,
Amblema plicata,inhs,4228,preservedspecimen,2,united states,indiana,wabash river 1 mi sw crawleyville at jimtown north america,1987,38.27496,-87.84621,
Amblema plicata,inhs,45427,preservedspecimen,1,united states,illinois,illinois river 4.7 mi w bluffs river mile 64.4 north america,1966,39.7415,-90.6217,
Amblema plicata,inhs,26960,preservedspecimen,1,united states,illinois,salt fork vermilion river 2 mi s muncie co. rd. 500e north america,2002,40.08891,-87.84239,
Amblema plicata,uf,63802-mollusca,preservedspecimen,1,united states,iowa,muscatine mississippi river,,,,
Amblema plicata,inhs,24494,preservedspecimen,1,united states,illinois,raccoon creek 2.8 mi w rockton off blodgett rd. north america,2000,42.4548,-89.1281,
Amblema plicata,inhs,33977,preservedspecimen,5,united states,illinois,salt fork vermilion river 1.7 mi below st. joseph at 1st bridge  north america,1918,40.09178,-88.05082,
Amblema plicata,inhs,23799,preservedspecimen,1,united states,illinois,fox river 4 mi w antioch below rt. 173 bridge north america,1999,42.4789,-88.17865,
Amblema plicata,inhs,45256,preservedspecimen,1,united states,illinois,illinois river 4.2 mi e versailles river mile 75.8 north america,1966,39.8918,-90.5764,
Amblema plicata,inhs,18157,preservedspecimen,1,united states,missouri,meramec river west tyson county park north america,1995,38.53276,-90.58567,
Amblema plicata,inhs,14396,preservedspecimen,1,united states,alabama,paint rock river jones farm river mile 33.2 north america,1984,34.6858,-86.31029,
Amblema plicata,inhs,7707,preservedspecimen,1,united states,missouri,mississippi river jones towhead 2 mi sw jones ridge illinois river mile 95.1- 98.3 north america,1989,37.77854,-89.66104,
Amblema plicata,inhs,34247,preservedspecimen,10,united states,tennessee,duck river 12 mi nw lewisburg hardinson's mill north america,,35.6088,-86.82321,
Amblema plicata,inhs,3495,preservedspecimen,1,united states,indiana,tippecanoe river 1 mi n tippecanoe rt. 331 north america,1987,41.2191,-86.11498,
Amblema plicata,inhs,19458,preservedspecimen,1,united states,illinois,kishwaukee river 3 mi w marengo county line rd. to thorne rd. north america,1996,42.26241,-88.6846,
Amblema plicata,inhs,14812,preservedspecimen,2,united states,tennessee,hatchie river north america,1983,,,
Amblema plicata,inhs,13159,preservedspecimen,1,united states,alabama,paint rock river 1.4-1.5 mi s hollytree ford off hwy. 65 north america,1990,34.77752,-86.25102,
Amblema plicata,inhs,29041,preservedspecimen,1,united states,illinois,brouilletts creek 2 mi w st. bernice indiana co. rd. 2225e north america,2004,39.7052,-87.5547,
Amblema plicata,inhs,27608,preservedspecimen,1,united states,illinois,mississippi river cordova north america,1999,41.6706,-90.3315,
Amblema plicata,inhs,253,preservedspecimen,1,united states,illinois,salt fork vermilion river homer park north america,,40.05552,-87.95869,
Amblema plicata,omnh,6207,preservedspecimen,1,united states,oklahoma,clayton,1987,34.572375,-95.348551,
Amblema plicata,inhs,410,preservedspecimen,8,united states,illinois,middle fork vermilion river 2 mi ne penfield north america,1928,40.3277,-87.93272,
Amblema plicata,inhs,34272,preservedspecimen,1,united states,wisconsin,neosho mill pond neosho north america,,43.31242,-88.51279,
Amblema plicata,inhs,1518,preservedspecimen,1,united states,illinois,big four ditch 4 mi wsw paxton co. rd. 1600e north america,1980,40.44495,-88.15569,
Amblema plicata,uf,180559-mollusca,preservedspecimen,1,united states,alabama,cahaba river lily shoals,,,,
Amblema plicata,inhs,45151,preservedspecimen,1,united states,illinois,illinois river 2.3 mi nne bath river mile 113.7 north america,1966,40.2263,-90.1316,
Amblema plicata,uf,63781-mollusca,preservedspecimen,1,united states,ohio,scioto river,,,,
Amblema plicata,inhs,8420,preservedspecimen,6,united states,illinois,north fork vermilion river 4.2 mi se greer bridge at state line north america,1989,40.5013,-87.52631,
Amblema plicata,inhs,436,preservedspecimen,1,united states,illinois,rock river nelson north america,,41.79612,-89.62349,
Amblema plicata,inhs,43221,preservedspecimen,1,united states,illinois,otter creek 2.5 mi ne durand wheeler rd. bridge north america,2012,42.44844,-89.28378,
Amblema plicata,inhs,16004,preservedspecimen,1,united states,kentucky,barren river 1.4 km ne martinville 22.7 km ese bowling green at s.r. 101 bridge north america,1990,36.93388,-86.2039,
Amblema plicata,omnh,6195,preservedspecimen,1,united states,texas,san saba,1985,31.212959,-98.71984,
Amblema plicata,inhs,397,preservedspecimen,22,united states,illinois,rock river above dixon dam north america,,41.84926,-89.47762,
Amblema plicata,inhs,12835,preservedspecimen,4,united states,kentucky,green river 10.7 km e brownsville mouth of fishtrap hollow mammoth cave national park river mile 195 north america,1989,37.18861,-86.14501,
Amblema plicata,inhs,14236,preservedspecimen,1,united states,illinois,deer creek 1.25 mi s lincoln co. hwy. 9 north america,1991,40.11817,-89.35818,
Amblema plicata,inhs,4746,preservedspecimen,2,united states,illinois,wabash river 1 mi n new harmony just s of bull island north america,1987,38.1405,-87.9306,
Amblema plicata,inhs,33090,preservedspecimen,1,united states,illinois,illinois river florence upstream from boat ramp river mile 55.8 north america,2002,39.63131,-90.60867,
Amblema plicata,uf,63868-mollusca,preservedspecimen,1,united states,alabama,alabama river,,,,
Amblema plicata,inhs,24186,preservedspecimen,7,united states,iowa,mississippi river upstream of lock & dam 11 on & between submerged islands river mile 588.0- 589.7 north america,1999,42.61009,-90.69463,
Amblema plicata,inhs,18423,preservedspecimen,1,united states,illinois,illinois river valley city near r.r. bridge north america,1995,39.70333,-90.64528,
Amblema plicata,inhs,12778,preservedspecimen,1,united states,kentucky,cumberland river barkley lake lock chamber 13 mi se smithland north america,1990,37.01952,-88.22485,
Amblema plicata,inhs,12939,preservedspecimen,2,united states,kentucky,kinniconick creek 5.6 mi sw garrison 0.25 mi upstream confluence with mill branch north america,1989,38.54611,-83.23861,
Amblema plicata,inhs,14585,preservedspecimen,11,united states,arkansas,saline river 2.5 mi se traskwood north america,1993,34.44086,-92.59985,
Amblema plicata,inhs,12863,preservedspecimen,11,united states,kentucky,green river 10.4 km ese brownsville mammoth cave national park river mile 194.5 north america,1989,37.1844,-86.15084,
Amblema plicata,inhs,10551,preservedspecimen,1,united states,indiana,east fork white river 1 mi e haysville north america,1990,38.50108,-86.89952,
Amblema plicata,inhs,34775,preservedspecimen,1,united states,illinois,south fork vermilion river 0.5 mi se forrest s.r. 47 north america,2009,40.74088,-88.40766,
Amblema plicata,inhs,11667,preservedspecimen,4,united states,illinois,illinois river below kampsville willow island river mile 30.5- 30.8 north america,1966,39.27778,-90.60699,
Amblema plicata,inhs,30488,preservedspecimen,1,united states,wisconsin,wisconsin river 1 mi n prairie de sac 0.5 mi downstream from dam north america,2002,43.30382,-89.72646,
Amblema plicata,inhs,34009,preservedspecimen,2,united states,illinois,salt fork vermilion river big bend below natural dam [st. joseph] north america,1918,40.11719,-88.05192,
Amblema plicata,inhs,10650,preservedspecimen,1,united states,illinois,big grand pierre creek 3 mi se hartsville north america,1990,37.50639,-88.4382,
Amblema plicata,inhs,31805,preservedspecimen,1,united states,illinois,mississippi river pool 14 north america,1983,,,
Amblema plicata,inhs,45327,preservedspecimen,1,united states,illinois,illinois river 0.25 mi n naples river mile 66.0- 66.4 north america,1966,39.7623,-90.6073,
Amblema plicata,inhs,45213,preservedspecimen,1,united states,illinois,illinois river 4.3 mi n kampsville river mile 36.3 north america,1966,39.3594,-90.6235,
Amblema plicata,inhs,6382,preservedspecimen,1,united states,indiana,wabash river merom north america,1988,39.05892,-87.57339,
Amblema plicata,inhs,2897,preservedspecimen,1,united states,illinois,embarras river 1 mi e billit north america,1986,38.66489,-87.62642,
Amblema plicata,uf,180607-mollusca,preservedspecimen,1,united states,texas,san saba river,,,,
Amblema plicata,inhs,10206,preservedspecimen,1,united states,illinois,blue creek 2.5 mi n florence north america,1990,39.66339,-90.64281,
Amblema plicata,inhs,9224,preservedspecimen,2,united states,illinois,sangamon river petersburg rt. 123 bridge north america,1989,40.013,-89.8382,
Amblema plicata,inhs,45336,preservedspecimen,1,united states,illinois,illinois river 1.9 mi sw east peoria river mile 159.4 north america,1966,40.6506,-89.609,
Amblema plicata,inhs,12544,preservedspecimen,1,united states,illinois,mazon river 3.75 mi wnw coal city north america,1991,41.29251,-88.36638,
Amblema plicata,inhs,364,preservedspecimen,12,united states,wisconsin,oconomowoc river 1-5 mi above mouth north america,,43.0924,-88.60834,
Amblema plicata,inhs,10164,preservedspecimen,12,united states,illinois,north fork vermilion river 3 mi ssw cullom north america,1990,40.8377,-88.28,
Amblema plicata,uf,296699-mollusca,preservedspecimen,1,united states,arkansas,st. francis river at madison hwy 50 river mile 60 bluff bend,1978,,,
Amblema plicata,inhs,27130,preservedspecimen,1,united states,illinois,rock river 1 mi ne hutchins park atwood homestead forest preserve boat ramp north america,2002,42.3872,-89.0457,
Amblema plicata,inhs,45297,preservedspecimen,1,united states,illinois,illinois river 3.8 mi e milton river mile 51.2 north america,1966,39.5667,-90.5788,
Amblema plicata,inhs,27241,preservedspecimen,1,united states,illinois,lone tree creek 1.5 mi e foosland co. rd. 300e bridge north america,2002,40.3605,-88.4035,
Amblema plicata,inhs,34023,preservedspecimen,1,united states,illinois,sugar creek near milford north america,,40.62105,-87.69682,
Amblema plicata,inhs,19255,preservedspecimen,1,united states,illinois,money creek 2.5 mi n towanda co. rd. 1975e bridge north america,1996,40.59416,-88.88884,
Amblema plicata,inhs,11231,preservedspecimen,1,united states,indiana,sugar creek camp atterbury old dam site north america,,39.38132,-86.00634,
Amblema plicata,inhs,30922,preservedspecimen,1,united states,illinois,wall town drainage ditch 6 mi w loda co. rd. 800n north america,2005,40.5166,-88.1849,
Amblema plicata,uf,63848-mollusca,preservedspecimen,1,united states,alabama,coosa river three island shoals near wilsonville,1911,,,
Amblema plicata,inhs,20727,preservedspecimen,3,united states,illinois,little vermilion river 1 mi n sidell co. rd. 600e north america,1997,39.9205,-87.82281,
Amblema plicata,inhs,12642,preservedspecimen,2,united states,arkansas,kings river 2 mi n kingston jct. hwy. 21 & co. rd. 212 north america,1991,36.08455,-93.54305,
Amblema plicata,inhs,33939,preservedspecimen,1,united states,arkansas,north fork white river norfolk north america,,36.21298,-92.28619,
Amblema plicata,inhs,16464,preservedspecimen,2,united states,alabama,paint rock river 0.5 mi s swaim state hwy. 146 north america,,34.86106,-86.19609,
Amblema plicata,uf,129473-mollusca,preservedspecimen,1,united states,texas,lake buchanan,1962,,,
Amblema plicata,inhs,8725,preservedspecimen,1,united states,illinois,little vermilion river 0.2 mi s georgetown flierman property north america,1989,39.9655,-87.6286,
Amblema plicata,inhs,34697,preservedspecimen,1,united states,illinois,rooks creek 5.2 mi ssw cornell co. rd. 2000n bridge north america,2009,40.91633,-88.75056,
Amblema plicata,inhs,7320,preservedspecimen,1,united states,indiana,wabash river 1.75 mi n mt. carmel at old dam north america,1988,38.4352,-87.74061,
Amblema plicata,inhs,7123,preservedspecimen,1,united states,illinois,sangamon river 2 mi sw mahomet north america,1987,40.17114,-88.44606,
Amblema plicata,uf,376349-mollusca,preservedspecimen,1,united states,alabama,bogue chitto creek on co. rd. about 3 mi. sw of orrville.,1986,32.275319,-87.281984,
Amblema plicata,inhs,36511,preservedspecimen,2,united states,wisconsin,island lake 4.7 mi ese manitowish waters north america,2006,46.11667,-89.79204,
Amblema plicata,uf,63843-mollusca,preservedspecimen,1,united states,alabama,tallapoosa river,,,,
Amblema plicata,inhs,42428,preservedspecimen,1,united states,iowa,mississippi river bettendorf pool 15 river mile 486.5 north america,2010,41.52127,-90.49856,
Amblema plicata,inhs,10281,preservedspecimen,1,united states,illinois,spoon river 1 mi n wyoming river mile 135.4- 135.5 north america,1990,41.09061,-89.77579,
Amblema plicata,inhs,26595,preservedspecimen,2,united states,illinois,mississippi river crooked slough savanna army depot north america,2001,42.21882,-90.34791,
Amblema plicata,inhs,32011,preservedspecimen,1,united states,illinois,elm river 4.1 mi ne cisne co. rd. 2200n bridge north america,2007,38.5735,-88.3677,
Amblema plicata,uf,180554-mollusca,preservedspecimen,1,united states,texas,south concha river,,,,
Amblema plicata,inhs,22030,preservedspecimen,1,united states,illinois,piscasaw creek 2.5 mi se capron north america,1998,42.37023,-88.72142,
Amblema plicata,inhs,2608,preservedspecimen,8,united states,illinois,kaskaskia river 5 mi below carlyle north america,1929,38.53703,-89.38133,
Amblema plicata,inhs,45330,preservedspecimen,1,united states,illinois,illinois river 1 mi n naples river mile 66.5- 66.6 north america,1966,39.7693,-90.6053,
Amblema plicata,inhs,12915,preservedspecimen,6,united states,kentucky,green river 10.7 km ese brownsville downslope from ganter cave mammoth cave national park river mile 194.7 north america,1989,37.18666,-86.14862,
Amblema plicata,inhs,38585,preservedspecimen,1,united states,iowa,north raccoon river 3.3 mi se adel north america,2007,41.5743,-93.981,
Amblema plicata,inhs,23142,preservedspecimen,1,united states,illinois,rock river 5.5 mi ne byron at roadside park north america,1999,42.1804,-89.1807,
Amblema plicata,inhs,7999,preservedspecimen,1,united states,illinois,ohio river mound city river mile 972.8- 973.1 north america,,37.07918,-89.16358,
Amblema plicata,inhs,425,preservedspecimen,1,united states,illinois,illinois river havana north america,,40.29708,-90.0684,
Amblema plicata,inhs,42415,preservedspecimen,1,united states,minnesota,snake river 0.4 mi s grasston hwy. 107 bridge north america,,45.7886,-93.14771,
Amblema plicata,inhs,20741,preservedspecimen,1,united states,illinois,little vermilion river 4 mi se georgetown north america,1997,39.94143,-87.55147,
Amblema plicata,inhs,5099,preservedspecimen,4,united states,indiana,wabash river 2 mi sw fountain north america,1988,40.20582,-87.3771,
Amblema plicata,inhs,19382,preservedspecimen,1,united states,illinois,rock run 2 mi sw joliet u.s. rt. 6 north america,1996,41.4776,-88.16611,
Amblema plicata,inhs,45370,preservedspecimen,1,united states,illinois,illinois river 1.1 mi ne peoria heights upper peoria lake river mile 168.1- 168.5 north america,1966,40.7591,-89.5587,
Amblema plicata,inhs,17470,preservedspecimen,1,united states,illinois,mackinaw river 1.5 mi se goodfield i-74 bridge north america,1994,40.61444,-89.25166,
Amblema plicata,inhs,19137,preservedspecimen,10,united states,illinois,illinois river upper peoria lake ne of mossville sw of spring bay north america,1996,40.82719,-89.54304,
Amblema plicata,inhs,28759,preservedspecimen,1,united states,kansas,wakarusa river 0.5 mi s auburn auburn rd. bridge north america,2004,38.89469,-95.81492,
Amblema plicata,inhs,399,preservedspecimen,2,united states,illinois,rock river above byron at mccormick dairy north america,,42.15531,-89.23866,
Amblema plicata,inhs,3087,preservedspecimen,20,united states,illinois,little wabash river 4.5 mi nw louisville co. rd. 1525 north america,1956,38.83028,-88.5445,
Amblema plicata,inhs,5830,preservedspecimen,1,united states,kentucky,rockcastle river mouth of eagle creek north america,1988,37.19841,-84.2808,
Amblema plicata,inhs,18067,preservedspecimen,1,united states,illinois,rock river milan north america,1995,41.45944,-90.53279,
Amblema plicata,inhs,26037,preservedspecimen,1,united states,illinois,hurricane creek 3 mi n union center co. rd. 2100e coles co. line north america,2001,39.37676,-88.08321,
Amblema plicata,inhs,14261,preservedspecimen,1,united states,illinois,fox river 3 mi s mchenry below mchenry dam north america,1988,42.30851,-88.25131,
Amblema plicata,inhs,24373,preservedspecimen,2,united states,kentucky,kentucky lake aurora hancock biological station north america,1999,36.77626,-88.13478,
Amblema plicata,inhs,30982,preservedspecimen,1,united states,illinois,kilbuck creek 1.75 mi nnw linderwood big mound rd. north america,2005,42.07859,-89.03972,
Amblema plicata,inhs,29989,preservedspecimen,1,united states,illinois,horse creek 2.5 mi ese essex north america,2004,41.173,-88.1428,
Amblema plicata,inhs,5374,preservedspecimen,53,united states,illinois,little wabash river new haven downstream rt. 141 bridge at old dam north america,1988,37.9078,-88.1201,
Amblema plicata,inhs,404,preservedspecimen,2,united states,illinois,illinois river mossville north america,,40.80906,-89.55921,
Amblema plicata,inhs,18113,preservedspecimen,1,united states,illinois,north fork vermilion river danville hungry hollow rd. north america,1995,40.13645,-87.65478,
Amblema plicata,inhs,45343,preservedspecimen,1,united states,illinois,illinois river 1.4 mi se peoria peoria lake river mile 163.0 north america,1966,40.6792,-89.57,
Amblema plicata,omnh,15527,preservedspecimen,1,united states,oklahoma,,1978,34.15027,-94.683751,
Amblema plicata,inhs,45148,preservedspecimen,1,united states,illinois,illinois river 1.8 mi n havana river mile 122 north america,1966,40.32587,-90.05596,
Amblema plicata,inhs,32385,preservedspecimen,1,united states,illinois,illinois river 3.8 mi nne pearl river mile 46.8 north america,2002,39.505333,-90.5866,
Amblema plicata,inhs,34085,preservedspecimen,4,united states,illinois,vermilion river 0.5 mi below junction with middle fork north america,1920,40.10451,-87.70726,
Amblema plicata,inhs,5611,preservedspecimen,1,united states,kentucky,green river greensburg 2.5 mi n rt. 417 north america,1988,37.27397,-85.47835,
Amblema plicata,omnh,15516,preservedspecimen,1,united states,oklahoma,broken bow,1977,34.15027,-94.683751,
Amblema plicata,inhs,37655,preservedspecimen,3,united states,arkansas,archey fork red river clinton north america,,35.59133,-92.45051,
Amblema plicata,inhs,18258,preservedspecimen,1,united states,illinois,mackinaw river between mackinaw river state fish & wildlife area and bridge 1 mi n mackinaw north america,1995,40.55724,-89.33451,
Amblema plicata,inhs,36148,preservedspecimen,1,united states,illinois,illinois river 2 mi e peoria heights rainbow cove marina river mile 167.8 north america,2009,40.74922,-89.53584,
Amblema plicata,inhs,30108,preservedspecimen,1,united states,illinois,north fork vermilion river 3 mi ssw cullom co. rd. 3400e bridge north america,2004,40.8377,-88.28,
Amblema plicata,uf,63825-mollusca,preservedspecimen,1,united states,arkansas,arkadelphia old river ouachita river,,,,
Amblema plicata,uf,21858-mollusca,preservedspecimen,1,united states,mississippi,sunflower river 3.1 mi ne indianola,1969,,,
Amblema plicata,inhs,33960,preservedspecimen,2,united states,illinois,mississippi river inner c bar near quincy north america,1881,39.94215,-91.43025,
Amblema plicata,inhs,33837,preservedspecimen,5,united states,minnesota,clearwater river 2.9 mi ssw plummer north america,2004,47.87649,-96.07601,
Amblema plicata,inhs,251,preservedspecimen,2,united states,illinois,salt fork vermilion river st. joseph north america,,40.11325,-88.05151,
Amblema plicata,inhs,45226,preservedspecimen,1,united states,illinois,illinois river 0.8 mi nw meredosia river mile 72.0 north america,1966,39.8394,-90.5705,
Amblema plicata,uf,330803-mollusca,preservedspecimen,1,united states,texas,central trinity river; sh21 near big eddy,1995,,,
Amblema plicata,inhs,11657,preservedspecimen,1,united states,illinois,illinois river below meredosia alton pool river mile 69.4 north america,1966,39.80776,-90.58451,
Amblema plicata,inhs,30630,preservedspecimen,1,united states,illinois,kankakee river se kankakee i-57 bridge north america,2005,41.0997,-87.835,
Amblema plicata,inhs,41976,preservedspecimen,1,united states,illinois,coon creek 4.5 mi sw marengo grange rd. bridge north america,2011,42.20803,-88.68765,
Amblema plicata,inhs,45229,preservedspecimen,1,united states,illinois,illinois river 3.2 mi ene browning river mile 100.0- 100.5 north america,1966,40.1381,-90.3128,
Amblema plicata,inhs,1999,preservedspecimen,1,united states,indiana,east fork white river hindostan falls north america,1985,38.62371,-86.8536,
Amblema plicata,uf,296706-mollusca,preservedspecimen,1,united states,arkansas,st. francis river 2 mi above i-40 bridge,1978,,,
Amblema plicata,inhs,3516,preservedspecimen,5,united states,illinois,mackinaw river 1 mi sw pleasant hill north america,1987,40.60586,-88.76453,
Amblema plicata,omnh,6500,preservedspecimen,1,united states,oklahoma,stanley,1993,34.54,-95.46944,
Amblema plicata,uf,63820-mollusca,preservedspecimen,1,united states,georgia,oothkalooga creek near calhoun,1911,,,
Amblema plicata,inhs,7961,preservedspecimen,5,united states,illinois,south fork sangamon river 1.5 mi e village of clear lake 0.5 mi upstream from sangamon river north america,1958,39.80839,-89.5369,
Amblema plicata,inhs,31012,preservedspecimen,1,united states,illinois,south branch kishwaukee river 3 mi s cherry valley bloomberg rd. north america,2005,42.18026,-88.95064,
Amblema plicata,inhs,2846,preservedspecimen,1,united states,illinois,embarras river 5 mi e newton north america,1986,38.9826,-88.05606,
Amblema plicata,inhs,16110,preservedspecimen,1,united states,illinois,ohio river 0.5 mi wsw cave-in-rock north america,1994,37.4646,-88.18098,
Amblema plicata,inhs,30825,preservedspecimen,1,united states,illinois,kaskaskia river vandalia boat ramp north america,2005,38.9587,-89.0885,
Amblema plicata,inhs,5352,preservedspecimen,1,united states,illinois,illinois river 4 mi n kampsville retzer's landing river mile 36 north america,1988,39.36098,-90.62392,
Amblema plicata,inhs,30884,preservedspecimen,1,united states,kansas,little walnut river 0.5 mi s leon u.s. hwy. 400 bridge north america,2005,37.6798,-96.7784,
Amblema plicata,inhs,5584,preservedspecimen,9,united states,illinois,little vermilion river 0.5 mi se georgetown humrick road bridge north america,1988,39.96975,-87.61477,
Amblema plicata,inhs,25481,preservedspecimen,1,united states,illinois,pike creek 3 mi w martinton co. rd. 1850e bridge north america,2000,40.91483,-87.77999,
Amblema plicata,inhs,22766,preservedspecimen,1,united states,illinois,mackinaw river 0.5 mi s anchor north america,1998,40.55855,-88.53534,
Amblema plicata,inhs,18995,preservedspecimen,1,united states,kansas,neosho river 4 mi se south mound north america,1996,37.42728,-95.16791,
Amblema plicata,uf,180608-mollusca,preservedspecimen,1,united states,texas,liberty san jacinto river,,,,
Amblema plicata,inhs,26684,preservedspecimen,1,united states,illinois,middle fork vermilion river 5 mi n penfield co. rd. 3500n upstream from bridge north america,2001,40.38521,-87.96437,
Amblema plicata,inhs,33998,preservedspecimen,5,united states,illinois,salt fork vermilion river 1.25 mi above iron bridge n of sidney north america,1918,40.05611,-88.0798,
